species_1,species_2,16S,dnaK,fusA,nifH,recA
rhc,ace,2026.0,1951.5,1519.5,,1095.0
rhc,acet,2211.5,2269.5,1362.0,,1110.0
rhc,achr,2043.5,2340.0,1510.5,,1296.0
rhc,acib,1946.5,1402.5,999.0,,790.5
rhc,acid,2040.0,2262.0,1465.5,,1246.5
rhc,acii,2153.5,2151.0,1495.5,1114.5,1170.0
rhc,acin,2037.0,2244.0,1464.0,,1258.5
rhc,acio,2051.0,2242.5,1410.0,,1228.5
rhc,acip,2037.0,2245.5,1464.0,,1254.0
rhc,acis,2037.0,2245.5,1464.0,,1254.0
rhc,ack,2053.5,2232.0,1482.0,,1260.0
rhc,acom,2082.0,2332.5,1503.0,1116.0,1164.0
rhc,acr,2175.0,2521.5,1624.5,,1305.0
rhc,acra,2021.0,2280.0,1473.0,,1252.5
rhc,acry,2025.0,1951.5,1485.0,,1102.5
rhc,acto,1893.5,1962.0,1548.0,,1129.5
rhc,actt,1963.0,1849.5,1443.0,,
rhc,acu,1957.0,2164.5,1452.0,,1156.5
rhc,ade,2053.0,1465.5,1566.0,,1026.0
rhc,adi,2143.5,2223.0,1395.0,,1203.0
rhc,adk,2050.5,2313.0,1546.5,,1260.0
rhc,adn,2050.5,2313.0,1546.5,,1252.5
rhc,adt,2051.5,2332.5,1554.0,,1312.5
rhc,aeb,1976.5,2029.5,1567.5,,1183.5
rhc,aeh,2205.0,2331.0,1524.0,,1212.0
rhc,aei,2081.5,1683.0,1149.0,,856.5
rhc,aep,2189.5,2463.0,1500.0,,1326.0
rhc,aev,1897.0,1681.5,1132.5,,898.5
rhc,aez,1996.0,2085.0,1588.5,,1201.5
rhc,afa,2032.0,2146.5,1498.5,,1195.5
rhc,afc,1948.0,1386.0,967.5,,801.0
rhc,afi,2108.5,2037.0,1321.5,1120.5,1183.5
rhc,afla,1836.0,1707.0,1065.0,,916.5
rhc,afq,2040.0,2125.5,1491.0,,
rhc,agc,2419.0,2536.5,1510.5,,1401.0
rhc,agt,2431.0,2485.5,1464.0,,1384.5
rhc,agv,1774.5,1546.5,1518.0,,1129.5
rhc,aht,2472.5,2817.0,1462.5,,1527.0
rhc,ahu,2390.5,2574.0,1534.5,1317.0,1417.5
rhc,ahz,1845.5,1468.5,1011.0,,793.5
rhc,ais,2051.5,2301.0,1497.0,,1248.0
rhc,aji,1954.0,1176.0,1555.5,,1153.5
rhc,ajs,2079.5,2302.5,1453.5,,1221.0
rhc,aka,2051.0,2035.5,1098.0,,1063.5
rhc,alg,2028.5,1891.5,1234.5,,1066.5
rhc,ali,2357.0,2574.0,1581.0,1326.0,1417.5
rhc,aln,2174.5,2068.5,1275.0,,1069.5
rhc,alp,1933.0,1426.5,967.5,,798.0
rhc,als,1828.0,1588.5,1029.0,,804.0
rhc,alti,1855.0,1761.0,1120.5,,853.5
rhc,alv,2138.0,2319.0,1516.5,1161.0,1246.5
rhc,amah,1893.0,2200.5,1422.0,,1218.0
rhc,amc,2057.0,1839.0,1237.5,,1009.5
rhc,ame,,1491.0,891.0,,
rhc,amh,2056.0,1840.5,1237.5,,1017.0
rhc,ami,2040.0,1395.0,1500.0,,1161.0
rhc,amih,2411.5,2595.0,1677.0,,1354.5
rhc,amol,1945.5,1357.5,967.5,702.0,798.0
rhc,amr,1995.5,1657.5,1320.0,,943.5
rhc,ams,2033.0,1426.5,1453.5,,1168.5
rhc,amv,2189.5,2511.0,1632.0,,1302.0
rhc,amyb,2038.5,1306.5,1525.5,,1165.5
rhc,amyy,2013.5,2070.0,1543.5,,1186.5
rhc,ane,1934.0,1986.0,1537.5,,1099.5
rhc,anp,1846.0,1663.5,1071.0,,846.0
rhc,ant,1930.5,1426.5,996.0,744.0,814.5
rhc,aoa,1967.0,2358.0,1540.5,1161.0,1209.0
rhc,aol,2361.0,2584.5,1548.0,1185.0,1345.5
rhc,aon,2066.0,2317.5,1522.5,,1255.5
rhc,aos,1928.5,1990.5,1536.0,,1107.0
rhc,apac,2167.0,2254.5,1468.5,,1231.5
rhc,ape,1535.0,,,,
rhc,apn,2022.0,1951.5,1470.0,,1099.5
rhc,apoc,1925.5,1402.5,967.5,,775.5
rhc,apom,2211.5,2269.5,1362.0,,1110.0
rhc,app,2064.5,2229.0,1501.5,1149.0,1198.5
rhc,apre,2056.0,1390.5,1515.0,,1168.5
rhc,aprs,2190.0,2121.0,1407.0,,1152.0
rhc,aqa,1856.0,1540.5,1008.0,,802.5
rhc,aql,2030.5,2233.5,1467.0,1152.0,1206.0
rhc,aqs,2023.0,2202.0,1413.0,,1201.5
rhc,arc,1926.5,1390.5,975.0,783.0,802.5
rhc,arl,2018.0,1968.0,1477.5,,1120.5
rhc,arm,1992.0,1951.5,1458.0,,1044.0
rhc,aro,2437.0,2533.5,1479.0,,1399.5
rhc,art,2007.0,1954.5,1456.5,,1108.5
rhc,artp,2015.0,1984.5,1464.0,,1105.5
rhc,aru,2005.0,1936.5,1476.0,,1071.0
rhc,ary,2019.5,1971.0,1456.5,,1120.5
rhc,asc,1487.5,,,,
rhc,asd,2002.5,1965.0,1447.5,,1068.0
rhc,asip,2006.0,1930.5,1264.5,,1129.5
rhc,ask,1929.5,1398.0,975.0,,762.0
rhc,asl,1713.0,1608.0,1036.5,,910.5
rhc,asv,2211.5,2254.5,1377.0,,1116.0
rhc,asw,2049.5,2271.0,1521.0,,1281.0
rhc,ata,2430.5,2502.0,1465.5,,1380.0
rhc,atp,1922.5,1375.5,960.0,,781.5
rhc,atu,2414.0,2532.0,1455.0,,1378.5
rhc,atw,2103.0,2308.5,1495.5,,1237.5
rhc,ava,1936.0,1686.0,1194.0,918.0,930.0
rhc,axy,2055.5,2305.5,1548.0,,1276.5
rhc,aza,2081.0,1737.0,1530.0,1239.0,1234.5
rhc,azc,2339.0,2547.0,1537.5,1203.0,1413.0
rhc,azd,2102.5,2317.5,1563.0,1225.5,1255.5
rhc,azi,2108.0,2253.0,1546.5,1240.5,1251.0
rhc,azl,2375.0,2560.5,1698.0,1318.5,1404.0
rhc,azm,2375.0,2578.5,1578.0,1335.0,1416.0
rhc,azo,2085.5,2367.0,1545.0,1164.0,1206.0
rhc,azq,2100.0,2332.5,1458.0,1158.0,1195.5
rhc,azr,2083.0,2371.5,1546.5,1144.5,1227.0
rhc,azt,2399.5,2518.5,1686.0,1306.5,1402.5
rhc,azz,2385.5,2560.5,1561.5,1326.0,1396.5
rhc,babb,2435.5,2500.5,1447.5,,1362.0
rhc,babr,2435.5,2503.5,1447.5,,1362.0
rhc,bac,2049.0,2302.5,1512.0,,1288.5
rhc,bacb,2021.0,1740.0,1191.0,,997.5
rhc,bacl,2024.5,1720.5,1161.0,,970.5
rhc,baco,2062.5,1714.5,1249.5,,1030.5
rhc,bacp,2021.0,1737.0,1194.0,,1008.0
rhc,bacs,2024.0,1720.5,1200.0,,997.5
rhc,bacy,2020.5,1720.5,1161.0,,967.5
rhc,bae,2022.0,1729.5,1173.0,,954.0
rhc,bag,2042.5,1821.0,1273.5,,1027.5
rhc,bage,2069.5,1942.5,1276.5,,1074.0
rhc,bah,1937.5,1539.0,1126.5,,406.5
rhc,bai,1940.5,1539.0,1125.0,,406.5
rhc,bao,2008.5,1723.5,1197.0,,1015.5
rhc,bapi,2407.0,2190.0,1275.0,,1213.5
rhc,baq,2007.0,1726.5,1188.0,,1003.5
rhc,bar,1937.0,1539.0,1125.0,,
rhc,bast,1907.0,1954.5,1518.0,,1144.5
rhc,bat,1943.0,1539.0,1125.0,,847.5
rhc,bax,2010.5,1539.0,1116.0,,406.5
rhc,bay,2019.0,1741.5,1191.0,,1002.0
rhc,baz,2014.5,1717.5,1197.0,,1015.5
rhc,bbet,2360.0,2547.0,1675.5,,1398.0
rhc,bbh,2070.0,2356.5,1498.5,,1308.0
rhc,bbm,2068.5,2356.5,1500.0,,1309.5
rhc,bbr,2070.0,2356.5,1498.5,,1308.0
rhc,bbt,2363.0,2578.5,1651.5,1218.0,1375.5
rhc,bby,2026.5,1533.0,1137.0,,
rhc,bcad,1899.5,1674.0,1117.5,,918.0
rhc,bce,1945.0,1536.0,1141.5,,873.0
rhc,bcl,2061.0,1729.5,1284.0,,960.0
rhc,bfr,1838.0,1720.5,1306.5,,922.5
rhc,bja,2371.5,2562.0,1528.5,1086.0,1407.0
rhc,bjs,2011.5,1702.5,1159.5,,958.5
rhc,bju,2374.5,2544.0,1656.0,1086.0,1419.0
rhc,bld,2005.5,1846.5,1233.0,,1036.5
rhc,blh,2005.0,1837.5,1224.0,,1035.0
rhc,bli,2014.0,1846.5,1233.0,,1036.5
rhc,bly,1968.0,1984.5,1464.0,,1168.5
rhc,bma,1970.5,2269.5,1521.0,,1288.5
rhc,bmab,2043.5,2269.5,1518.0,,1288.5
rhc,bmyc,1996.0,1539.0,1116.0,,864.0
rhc,bnc,1851.0,1522.5,1122.0,,399.0
rhc,boz,2057.0,2109.0,1368.0,,1201.5
rhc,bpa,2070.0,2358.0,1497.0,,1306.5
rhc,bpz,2045.0,2269.5,1522.5,,1285.5
rhc,bql,2014.5,1717.5,1197.0,,1015.5
rhc,bqy,2024.0,1678.5,1164.0,,970.5
rhc,bra,2352.5,2586.0,1527.0,1221.0,1405.5
rhc,bsau,1961.5,2029.5,1531.5,,1189.5
rhc,bsui,2283.0,2500.5,1452.0,,1327.5
rhc,bth,1616.5,1737.0,1182.0,,955.5
rhc,btr,2420.5,1912.5,1140.0,,1009.5
rhc,bxe,1977.0,2241.0,1495.5,1165.5,1201.5
rhc,cac,914.0,1426.5,943.5,643.5,820.5
rhc,cau,1867.0,1813.5,1395.0,,1089.0
rhc,cgl,2018.5,1912.5,1386.0,,1044.0
rhc,cko,242.0,2010.0,1308.0,,1125.0
rhc,ctu,2070.5,2064.0,1341.0,,1149.0
rhc,ddn,2058.0,2284.5,1543.5,951.0,1155.0
rhc,dha,,1672.5,1032.0,,
rhc,dse,,1990.5,1245.0,,
rhc,eco,2059.0,2022.0,1300.5,,1141.5
rhc,ent,2058.0,2011.5,1392.0,,1041.0
rhc,esa,240.5,2073.0,1318.5,,1159.5
rhc,fjo,1889.0,1593.0,1006.5,,813.0
rhc,gme,2142.0,2293.5,1327.5,1065.0,1171.5
rhc,hde,2018.0,1671.0,1138.5,,939.0
rhc,hpy,1987.5,1575.0,1203.0,,886.5
rhc,kpn,2049.0,2031.0,1492.5,,1120.5
rhc,lap,2461.0,2490.0,1564.5,,1336.5
rhc,lmo,2039.0,1528.5,1171.5,,850.5
rhc,mag,2321.0,2541.0,1687.5,1330.5,1348.5
rhc,mcp,1888.0,1195.5,883.5,,594.0
rhc,mlo,2413.0,2610.0,1527.0,1248.0,1414.5
rhc,mmu,,1702.5,1216.5,,
rhc,mtu,2000.0,1992.0,1522.5,,672.0
rhc,mxa,2040.5,1455.0,1506.0,,1225.5
rhc,nfa,2027.5,1332.0,1603.5,,1186.5
rhc,nme,,2064.0,1237.5,,1135.5
rhc,nos,1883.5,1608.0,1144.5,936.0,919.5
rhc,npc,2005.0,2058.0,1569.0,,1140.0
rhc,nwi,2359.5,2490.0,1518.0,,1311.0
rhc,pae,2089.0,2253.0,1507.5,,1201.5
rhc,pam,2067.5,2017.5,1296.0,,1101.0
rhc,paq,2060.0,2005.5,1296.0,,1098.0
rhc,par,2039.0,1738.5,1174.5,,1018.5
rhc,pcr,2043.0,1737.0,1156.5,,1003.5
rhc,pdo,1891.5,1939.5,1461.0,,1102.5
rhc,pfl,2074.0,2092.5,1357.5,,1143.0
rhc,pmh,1967.0,1312.5,1036.5,,775.5
rhc,pps,,1627.5,1125.0,,
rhc,ppu,2072.0,2188.5,1381.5,,1143.0
rhc,psa,916.0,2259.0,1420.5,1153.5,1125.0
rhc,rbd,1988.5,2221.5,1533.0,,1243.5
rhc,rfr,2016.5,1698.0,1435.5,,1246.5
rhc,rhc,2918.0,3834.0,3870.0,1764.0,2142.0
rhc,rpa,2360.0,2538.0,1552.5,1327.5,1389.0
rhc,rso,1998.5,2286.0,1531.5,,1288.5
rhc,sau,1994.0,1458.0,1101.0,,853.5
rhc,sco,2067.5,2064.0,1590.0,,1182.0
rhc,sfr,2074.5,1719.0,1147.5,,946.5
rhc,sil,2575.0,2896.5,1504.5,,1537.5
rhc,slr,1860.5,1894.5,1287.0,,1021.5
rhc,son,2076.5,1840.5,1194.0,,997.5
rhc,spe,2056.5,2011.5,1434.0,,1108.5
rhc,spy,1676.5,1551.0,1170.0,,864.0
rhc,srr,2051.5,2065.5,1438.5,,1128.0
rhc,syn,1995.5,1612.5,1299.0,,976.5
rhc,tpo,1828.5,1792.5,1165.5,,912.0
rhc,ttu,2074.0,1998.0,1287.0,1002.0,1020.0
rhc,vch,2059.5,1882.5,1230.0,,1060.5
rhc,vpa,1952.0,1818.0,1236.0,,967.5
rhc,wbr,2002.0,1396.5,835.5,,732.0
rhc,xcc,2073.0,2253.0,1497.0,,1177.5
rhc,xoo,2074.5,2263.5,1474.5,,1185.0
rpa,aaa,2100.0,2347.5,2382.0,,1333.5
rpa,aaci,2024.0,2127.0,2332.5,,1230.0
rpa,aalg,1943.5,1651.5,1635.0,,889.5
rpa,aamb,1509.0,,,,
rpa,aaq,2004.0,1933.5,2199.0,,1155.0
rpa,aaqi,2048.5,1309.5,1498.5,,748.5
rpa,aaqu,2130.0,2064.0,2097.0,,
rpa,aasc,2327.0,2236.5,2070.0,,1096.5
rpa,aba,2089.0,1716.0,2250.0,,1221.0
rpa,abo,2198.5,2100.0,2050.5,,1129.5
rpa,ace,2053.0,2005.5,2302.5,,1132.5
rpa,acet,2334.5,2262.0,2061.0,,1114.5
rpa,achr,2145.5,2374.5,2370.0,,1399.5
rpa,acib,2035.0,1312.5,1564.5,,706.5
rpa,acid,2128.5,2260.5,2274.0,,1329.0
rpa,acii,2269.0,2254.5,2274.0,1162.5,1216.5
rpa,acin,2133.0,2223.0,2281.5,,1332.0
rpa,acio,2114.0,2260.5,2226.0,,1288.5
rpa,acip,2128.5,2223.0,2265.0,,1314.0
rpa,acis,2128.5,2223.0,2265.0,,1314.0
rpa,ack,2127.0,2230.5,2305.5,,1293.0
rpa,acom,2175.0,2416.5,1603.5,1120.5,1240.5
rpa,acr,2352.0,2661.0,2401.5,,1417.5
rpa,acra,2106.5,2250.0,2302.5,,1312.5
rpa,acry,2049.0,1990.5,2329.5,,1114.5
rpa,acto,1929.5,1996.5,2296.5,,1207.5
rpa,actt,1982.5,1879.5,2224.5,,
rpa,acu,2021.5,2266.5,2235.0,,1159.5
rpa,ade,2104.0,1521.0,2508.0,,1114.5
rpa,adi,2170.5,2233.5,2262.0,,1261.5
rpa,adk,2110.5,2319.0,2380.5,,1353.0
rpa,adn,2110.5,2316.0,2380.5,,1344.0
rpa,adt,2140.0,2382.0,2409.0,,1426.5
rpa,aeb,2021.5,2104.5,2310.0,,1276.5
rpa,aeh,2223.0,2376.0,2295.0,,1252.5
rpa,aei,2155.0,1659.0,1827.0,,865.5
rpa,aep,2204.5,2503.5,2628.0,,1410.0
rpa,aev,1990.0,1632.0,1636.5,,873.0
rpa,aez,2044.0,2172.0,2319.0,,1314.0
rpa,afa,2128.0,2115.0,2133.0,,1183.5
rpa,afc,2041.0,1288.5,1527.0,,723.0
rpa,afi,2197.0,2121.0,2100.0,1126.5,1183.5
rpa,afla,1971.0,1696.5,1212.0,,915.0
rpa,afq,2125.5,2070.0,2094.0,,
rpa,agc,2446.0,2698.5,2707.5,,1545.0
rpa,agt,2488.0,2653.5,2694.0,,1495.5
rpa,agv,1822.5,1584.0,2125.5,,1158.0
rpa,aht,2237.0,2446.5,2545.5,,1303.5
rpa,ahu,2401.0,2733.0,2302.5,1363.5,1516.5
rpa,ahz,1964.0,1417.5,1488.0,,796.5
rpa,ais,2140.0,2353.5,2220.0,,1366.5
rpa,aji,2017.0,1204.5,2335.5,,1212.0
rpa,ajs,2139.5,2322.0,2283.0,,1341.0
rpa,aka,2168.0,2101.5,1357.5,,1071.0
rpa,alg,2111.0,1963.5,1918.5,,1126.5
rpa,ali,2405.0,2734.5,2347.5,1368.0,1522.5
rpa,aln,2194.0,2100.0,2047.5,,1135.5
rpa,alp,2048.5,1342.5,1560.0,,757.5
rpa,als,1927.0,1545.0,1582.5,,868.5
rpa,alti,1954.0,1756.5,1666.5,,867.0
rpa,alv,2177.0,2410.5,1630.5,1122.0,1324.5
rpa,amah,2022.0,2257.5,2205.0,,1287.0
rpa,amc,2117.0,1881.0,1812.0,,1024.5
rpa,ame,,1443.0,1161.0,,
rpa,amh,2110.0,1881.0,1812.0,,1024.5
rpa,ami,2056.5,1464.0,1660.5,,1309.5
rpa,amih,2417.5,2820.0,1687.5,,1521.0
rpa,amol,2065.5,1282.5,1545.0,693.0,762.0
rpa,amr,2088.5,1659.0,1353.0,,916.5
rpa,ams,2054.0,1479.0,1768.5,,1285.5
rpa,amv,2366.5,2662.5,2404.5,,1422.0
rpa,amyb,2010.0,1416.0,1681.5,,1276.5
rpa,amyy,1985.0,2118.0,1738.5,,1302.0
rpa,ane,1961.0,2004.0,2298.0,,1152.0
rpa,anp,1957.0,1630.5,1234.5,,864.0
rpa,ant,2034.0,1351.5,1558.5,723.0,760.5
rpa,aoa,2052.5,2481.0,1606.5,1135.5,1333.5
rpa,aol,2874.0,3246.0,3550.5,1263.0,1689.0
rpa,aon,2108.0,2364.0,2424.0,,1366.5
rpa,aos,1955.5,2019.0,2284.5,,1156.5
rpa,apac,2192.5,2310.0,2265.0,,1302.0
rpa,ape,1508.0,,,,
rpa,apn,2029.5,1999.5,1557.0,,1189.5
rpa,apoc,2005.0,1335.0,1551.0,,702.0
rpa,apom,2334.5,2262.0,2061.0,,1114.5
rpa,app,2163.5,2319.0,1639.5,1153.5,1243.5
rpa,apre,2075.5,1462.5,1674.0,,1312.5
rpa,aprs,2250.0,2197.5,2181.0,,1221.0
rpa,aqa,1956.5,1515.0,1480.5,,765.0
rpa,aql,2188.0,2271.0,2262.0,1131.0,1266.0
rpa,aqs,2158.0,2260.5,2170.5,,1263.0
rpa,arc,2064.5,1315.5,1548.0,753.0,739.5
rpa,arl,2036.0,1987.5,2286.0,,1168.5
rpa,arm,1993.5,1956.0,2197.5,,1102.5
rpa,aro,2491.0,2674.5,2709.0,,1515.0
rpa,art,2032.5,2004.0,1615.5,,1182.0
rpa,artp,2027.0,2016.0,2310.0,,1162.5
rpa,aru,2024.5,1962.0,2323.5,,1200.0
rpa,ary,2037.5,1983.0,2274.0,,1168.5
rpa,asc,1496.5,,,,
rpa,asd,2011.5,1980.0,2296.5,,1114.5
rpa,asip,2088.5,1990.5,1968.0,,1182.0
rpa,ask,2018.0,1323.0,1543.5,,735.0
rpa,asl,1800.0,1567.5,1537.5,,901.5
rpa,asv,2334.5,2250.0,2068.5,,1114.5
rpa,asw,2147.0,2305.5,2305.5,,1377.0
rpa,ata,2487.5,2662.5,2685.0,,1501.5
rpa,atp,2012.5,1317.0,1524.0,,702.0
rpa,atu,2465.0,2653.5,2644.5,,1491.0
rpa,atw,2203.5,2463.0,2338.5,,1281.0
rpa,ava,2047.0,1747.5,1806.0,933.0,910.5
rpa,axy,2156.0,2371.5,2298.0,,1417.5
rpa,aza,2120.0,1867.5,1629.0,1266.0,1333.5
rpa,azc,2502.5,2856.0,3103.5,1234.5,1645.5
rpa,azd,2162.5,2487.0,1672.5,1242.0,1336.5
rpa,azi,2165.0,2431.5,1696.5,1284.0,1354.5
rpa,azl,2399.0,2743.5,1636.5,1366.5,1522.5
rpa,azm,2400.5,2731.5,2367.0,1374.0,1525.5
rpa,azo,2169.5,2472.0,1608.0,1138.5,1324.5
rpa,azq,2170.5,2464.5,2338.5,1138.5,1336.5
rpa,azr,2170.0,2475.0,1617.0,1101.0,1344.0
rpa,azt,2404.0,2761.5,1674.0,1372.5,1492.5
rpa,azz,2435.0,2784.0,2347.5,1390.5,1516.5
rpa,babb,2519.5,2676.0,2574.0,,1432.5
rpa,babr,2519.5,2679.0,2574.0,,1432.5
rpa,bac,2155.5,2482.5,2478.0,,1354.5
rpa,bacb,2105.0,1755.0,1918.5,,988.5
rpa,bacl,2110.0,1683.0,1881.0,,990.0
rpa,baco,2122.5,1701.0,2035.5,,1041.0
rpa,bacp,2106.5,1726.5,1918.5,,996.0
rpa,bacs,2109.5,1732.5,1911.0,,991.5
rpa,bacy,2110.5,1678.5,1881.0,,987.0
rpa,bae,2103.0,1690.5,1924.5,,988.5
rpa,bag,2122.0,1809.0,1972.5,,1078.5
rpa,bage,2080.0,2005.5,2086.5,,1062.0
rpa,bah,2018.5,1519.5,1848.0,,366.0
rpa,bai,2023.0,1519.5,1851.0,,366.0
rpa,bao,2089.5,1722.0,1914.0,,1005.0
rpa,bapi,2507.5,2280.0,2181.0,,1224.0
rpa,baq,2092.5,1737.0,1929.0,,997.5
rpa,bar,2019.5,1519.5,1851.0,,
rpa,bast,1974.5,1998.0,2251.5,,1203.0
rpa,bat,2025.5,1519.5,1851.0,,813.0
rpa,bax,2087.0,1519.5,1846.5,,366.0
rpa,bay,2103.0,1746.0,1921.5,,991.5
rpa,baz,2103.0,1717.5,1914.0,,1005.0
rpa,bbet,2864.0,3244.5,1675.5,,1804.5
rpa,bbh,2136.0,2404.5,2332.5,,1383.0
rpa,bbm,2133.0,2403.0,2332.5,,1380.0
rpa,bbr,2136.0,2404.5,2332.5,,1386.0
rpa,bbt,2876.0,3265.5,1653.0,1258.5,1779.0
rpa,bby,2104.5,1542.0,1843.5,,
rpa,bcad,1958.0,1650.0,1626.0,,892.5
rpa,bce,2020.0,1546.5,1846.5,,834.0
rpa,bcl,2121.0,1731.0,1899.0,,972.0
rpa,bfr,1865.0,1708.5,1476.0,,918.0
rpa,bja,2898.0,3259.5,3469.5,1110.0,1779.0
rpa,bjs,2092.5,1692.0,1879.5,,973.5
rpa,bju,2904.0,3198.0,1692.0,1110.0,1767.0
rpa,bld,2100.0,1822.5,1981.5,,1050.0
rpa,blh,2092.0,1828.5,1978.5,,1048.5
rpa,bli,2111.5,1822.5,1981.5,,1050.0
rpa,bly,1969.5,2001.0,2284.5,,1227.0
rpa,bma,2060.5,2449.5,2433.0,,1360.5
rpa,bmab,2133.5,2449.5,2487.0,,1360.5
rpa,bmyc,2071.0,1509.0,1836.0,,828.0
rpa,bnc,1926.0,1510.5,1849.5,,358.5
rpa,boz,2120.0,2089.5,2145.0,,1162.5
rpa,bpa,2136.0,2403.0,2328.0,,1383.0
rpa,bpz,2133.5,2446.5,2430.0,,1365.0
rpa,bql,2095.5,1717.5,1914.0,,1005.0
rpa,bqy,2105.0,1702.5,1689.0,,963.0
rpa,bra,2882.0,3283.5,3532.5,1257.0,1764.0
rpa,bsau,2023.0,2028.0,2356.5,,1302.0
rpa,bsui,2367.0,2676.0,2578.5,,1387.5
rpa,bth,1645.0,1705.5,1395.0,,901.5
rpa,btr,2500.0,1993.5,2001.0,,987.0
rpa,bxe,2047.5,2382.0,2331.0,1245.0,1297.5
rpa,cac,897.5,1437.0,1558.5,618.0,786.0
rpa,cau,1880.5,1839.0,2118.0,,1128.0
rpa,cgl,2024.5,1914.0,2193.0,,1140.0
rpa,cko,242.0,2124.0,2068.5,,1189.5
rpa,ctu,2120.0,2169.0,2125.5,,1230.0
rpa,ddn,2085.0,2347.5,1851.0,942.0,1260.0
rpa,dha,,1662.0,1297.5,,
rpa,dse,,2028.0,1518.0,,
rpa,eco,2087.5,2059.5,2109.0,,1168.5
rpa,ent,2061.0,2061.0,2065.5,,1102.5
rpa,esa,237.5,2172.0,2104.5,,1215.0
rpa,fjo,1944.5,1530.0,1578.0,,808.5
rpa,gme,2209.5,2338.5,2058.0,1030.5,1177.5
rpa,hde,2070.5,1633.5,1801.5,,901.5
rpa,hpy,2074.5,1569.0,1839.0,,874.5
rpa,kpn,2070.0,2122.5,2203.5,,1209.0
rpa,lap,2489.5,2703.0,1590.0,,1398.0
rpa,lmo,2103.5,1521.0,1777.5,,813.0
rpa,mag,2441.0,2713.5,1638.0,1401.0,1447.5
rpa,mcp,2024.5,1143.0,1494.0,,561.0
rpa,mlo,2425.0,2805.0,2724.0,1290.0,1558.5
rpa,mmu,,1740.0,1504.5,,
rpa,mtu,2018.0,2010.0,1743.0,,723.0
rpa,mxa,2091.5,1584.0,2007.0,,1272.0
rpa,nfa,2063.5,1356.0,1728.0,,1302.0
rpa,nme,,2023.5,1920.0,,1186.5
rpa,nos,1991.5,1546.5,1519.5,910.5,885.0
rpa,npc,2024.5,2100.0,2395.5,,1219.5
rpa,nwi,2865.0,3103.5,3289.5,,1713.0
rpa,pae,2155.0,2403.0,2434.5,,1332.0
rpa,pam,2078.0,2089.5,2086.5,,1089.0
rpa,paq,2063.0,2085.0,2083.5,,1089.0
rpa,par,2132.0,1795.5,1842.0,,955.5
rpa,pcr,2136.0,1804.5,1825.5,,978.0
rpa,pdo,1972.5,1953.0,2142.0,,1102.5
rpa,pfl,2135.5,2236.5,2214.0,,1242.0
rpa,pmh,2055.5,1272.0,1519.5,,759.0
rpa,pps,,1624.5,1413.0,,
rpa,ppu,2144.0,2293.5,2250.0,,1255.5
rpa,psa,923.5,2382.0,2308.5,1162.5,1224.0
rpa,rbd,2108.5,2428.5,2401.5,,1374.0
rpa,rfr,2141.0,1744.5,1609.5,,1261.5
rpa,rhc,2360.0,2538.0,1552.5,1327.5,1389.0
rpa,rpa,2978.0,3792.0,4146.0,1782.0,2184.0
rpa,rso,2079.5,2377.5,2407.5,,1363.5
rpa,sau,2064.5,1440.0,1672.5,,799.5
rpa,sco,2064.5,2113.5,1696.5,,1249.5
rpa,sfr,2127.0,1738.5,1759.5,,934.5
rpa,sil,2329.0,2548.5,2596.5,,1360.5
rpa,slr,1914.5,1887.0,1707.0,,1078.5
rpa,son,2144.0,1881.0,1885.5,,976.5
rpa,spe,2079.0,2101.5,2205.0,,1173.0
rpa,spy,1762.0,1491.0,1846.5,,879.0
rpa,srr,2084.5,2158.5,2226.0,,1153.5
rpa,syn,2097.5,1602.0,1341.0,,946.5
rpa,tpo,1834.5,1834.5,1546.5,,901.5
rpa,ttu,2158.0,2022.0,2067.0,951.0,1059.0
rpa,vch,2080.5,1966.5,1891.5,,1041.0
rpa,vpa,1980.5,1848.0,1858.5,,991.5
rpa,wbr,2077.0,1371.0,1306.5,,676.5
rpa,xcc,2188.5,2337.0,2386.5,,1293.0
rpa,xoo,2190.0,2397.0,2308.5,,1296.0
rso,aaa,2518.5,3000.0,3126.0,,1537.5
rso,aaci,1908.5,2106.0,2356.5,,1273.5
rso,aalg,1867.0,1635.0,1717.5,,865.5
rso,aamb,1432.5,,,,
rso,aaq,1969.5,1999.5,2224.5,,1188.0
rso,aaqi,1987.0,1239.0,1705.5,,712.5
rso,aaqu,2557.5,2493.0,2584.5,,
rso,aasc,2123.0,2008.5,2043.0,,1054.5
rso,aba,2002.0,1713.0,2367.0,,1212.0
rso,abo,2272.0,2238.0,2382.0,,1140.0
rso,ace,2009.5,1951.5,2241.0,,1150.5
rso,acet,2126.0,2031.0,2058.0,,1092.0
rso,achr,2607.5,3052.5,3168.0,,1617.0
rso,acib,1964.5,1269.0,1660.5,,690.0
rso,acid,2517.0,2899.5,3013.5,,1524.0
rso,acii,2339.5,2482.5,2646.0,,1287.0
rso,acin,2515.5,2857.5,3015.0,,1533.0
rso,acio,2517.5,2854.5,2919.0,,1495.5
rso,acip,2520.0,2860.5,3021.0,,1521.0
rso,acis,2520.0,2860.5,3021.0,,1521.0
rso,ack,2530.5,2889.0,3022.5,,1510.5
rso,acom,2569.5,2895.0,1536.0,,1417.5
rso,acr,2092.5,2401.5,2238.0,,1321.5
rso,acra,2520.5,2953.5,3037.5,,1516.5
rso,acry,1989.0,1993.5,2317.5,,1162.5
rso,acto,1895.0,2016.0,2307.0,,1173.0
