	seqid	from_soil	Up0	Up1	Up2	Up3	Up4	Up5	Up6	Up7	Up8	Up9	Up10	Up11	id	status	prot_name	taxidstr	taxid	scientific_name	rank	superkingdom	kingdom	phylum	class	order	family	genus	species	full_lineage	group4	group8	ra_inf_g4	ra_inf_g8
7123	A0A848XIE5|unreviewed|nitrate	False	-0.058440379127196476	-0.006294561670795457	0.008957958121564226	-0.017827932707000012	-0.012264998297371954	-0.0037300466617786574	0.021401194410453548	-0.0029086586821122293	-0.010979946160517668	-0.008957322579724751	0.023041077563389988	-0.03107841331740971	A0A848XIE5	unreviewed	nitrate reductase (quinone)	taxID:1904441	1904441.0	Paracoccaceae bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Paracoccaceae bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae				
7124	A0A239I193|unreviewed|nitrate	False	-0.05971762942019905	-0.006453161891503884	0.009007214453188025	-0.01765160642419163	-0.01125120797132663	-0.0037911540115651596	0.02107311609694634	-0.0026762724033465727	-0.010917538062935318	-0.009112739947169782	0.021844394659644027	-0.029819873556528226	A0A239I193	unreviewed	nitrate reductase (quinone)	taxID:74033	74033.0	Antarctobacter heliothermus	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Antarctobacter	Antarctobacter heliothermus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Antarctobacter				
7125	A0A238L822|unreviewed|nitrate	False	-0.05938467239425808	-0.005990274192894162	0.008521104325541224	-0.017529638879181127	-0.011267557269766904	-0.003266292387570369	0.021025138287068378	-0.002512725382707809	-0.010631572219376282	-0.00846609649386425	0.023047218702024263	-0.03041617985368403	A0A238L822	unreviewed	nitrate reductase (quinone)	taxID:1524263	1524263.0	Actibacterium lipolyticum	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium	Actibacterium lipolyticum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Actibacterium				
7126	A0A7Y2CUF6|unreviewed|nitrate	False	-0.06085141821723149	-0.00618839302728761	0.008622081558303615	-0.01734806603827127	-0.01112142306915811	-0.004210747570560375	0.016610566315207714	-0.0025822653620448015	-0.009454664571731886	-0.009230875089391574	0.02284146736787256	-0.030964497007572082	A0A7Y2CUF6	unreviewed	nitrate reductase (quinone)	taxID:1903071	1903071.0	Sulfitobacter sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Sulfitobacter; unclassified Sulfitobacter				
7127	A0A4R2KY19|unreviewed|nitrate	False	-0.06026977203104029	-0.006530358416543728	0.008108732197701056	-0.017886097302383264	-0.011473012296299951	-0.003915669957549663	0.020464683324879374	-0.0013645175416618887	-0.012210734080695061	-0.008338133205810646	0.024760815457134353	-0.02836653882534003	A0A4R2KY19	unreviewed	nitrate reductase (quinone)	taxID:35805	35805.0	Rhodovulum euryhalinum	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	Rhodovulum euryhalinum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rhodovulum				
7128	A0A4R2NZ59|unreviewed|nitrate	False	-0.05992686605450223	-0.006611686881418972	0.008308823445438233	-0.017579337806280976	-0.01134958670389067	-0.004062372761841383	0.020435750199856047	-0.0015503119761570059	-0.011424849094695936	-0.008133348978349348	0.02452819988775455	-0.02919201343434135	A0A4R2NZ59	unreviewed	nitrate reductase (quinone)	taxID:35804	35804.0	Rhodovulum adriaticum	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	Rhodovulum adriaticum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rhodovulum				
7129	A0AAN4UQB9|unreviewed|nitrate	False	-0.05788568742907636	-0.006409042078449604	0.008353765293156271	-0.018702668019547303	-0.012385288600814387	-0.003793149063312676	0.021539883606335283	-0.0017135801077446924	-0.012566172389801112	-0.008508698928740656	0.023960041729878312	-0.02938148625993497	A0AAN4UQB9	unreviewed	nitrate reductase (quinone)	taxID:765699	765699.0	Allgaiera indica	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Allgaiera	Allgaiera indica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Allgaiera				
7130	A0A074JLT6|unreviewed|nitrate	False	-0.0577983465965508	-0.0063827124626985475	0.008637985805791	-0.018623729355276373	-0.01193157407468615	-0.0042162782630281465	0.021455847778604813	-0.0017877277615273935	-0.010247500896402388	-0.010116624340269192	0.02288771619699201	-0.029596388949524717	A0A074JLT6	unreviewed	nitrate reductase (quinone)	taxID:1353528	1353528.0	Thioclava indica	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava indica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Thioclava				
7131	A0A085U0H7|unreviewed|nitrate	False	-0.06003775743195222	-0.006328774954617248	0.00835715236208342	-0.018074584095117283	-0.011159898213450755	-0.003621153054685082	0.020720888994578433	-0.001655191936849831	-0.011137140120505915	-0.009717838062467876	0.021922935869451515	-0.0284940307282241	A0A085U0H7	unreviewed	nitrate reductase (quinone)	taxID:1317124	1317124.0	Thioclava atlantica	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava atlantica	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Thioclava				
7132	A0A254UIS5|unreviewed|nitrate	False	-0.058490344002918956	-0.0065176467080608445	0.008977970032995837	-0.017652864747747393	-0.010874131199469493	-0.0045451597456454725	0.021227927070015383	-0.002235483900188858	-0.010340579412300668	-0.009048010505909709	0.023454113962640834	-0.030279136053102906	A0A254UIS5	unreviewed	nitrate reductase (quinone)	taxID:1973004	1973004.0	Thioclava sp. JM3	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava sp. JM3	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Thioclava; unclassified Thioclava				
7133	A0A1T2A0C4|unreviewed|nitrate	False	-0.0579467184093194	-0.006757640874543949	0.00827318608685368	-0.017942517486824506	-0.011606894961077835	-0.003704816085599555	0.021349579511118526	-0.002308669061790538	-0.010363945954349788	-0.0087020150769155	0.023938058772638854	-0.030531510175094832	A0A1T2A0C4	unreviewed	nitrate reductase (quinone)	taxID:1915315	1915315.0	Thioclava sp. F28-4	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava sp. F28-4	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Thioclava; unclassified Thioclava				
7134	A0AAX0KU29|unreviewed|nitrate	False	-0.0579467184093194	-0.006757640874543949	0.00827318608685368	-0.017942517486824506	-0.011606894961077835	-0.003704816085599555	0.021349579511118526	-0.002308669061790538	-0.010363945954349788	-0.0087020150769155	0.023938058772638854	-0.030531510175094832	A0AAX0KU29	unreviewed	nitrate reductase (quinone)	taxID:1915313	1915313.0	Thioclava sp. DLFJ4-1	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava sp. DLFJ4-1	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Thioclava; unclassified Thioclava				
7135	A0AAX0L7P6|unreviewed|nitrate	False	-0.058901949400844075	-0.006485735761909126	0.008332412988075933	-0.0180317954478686	-0.011332101916339944	-0.0037476532480220245	0.021070741720067197	-0.001816446179694324	-0.010058302243017361	-0.009025907973015185	0.023610580812260796	-0.029687211611484188	A0AAX0L7P6	unreviewed	nitrate reductase (quinone)	taxID:1915318	1915318.0	Thioclava sp. L04-15	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	Thioclava sp. L04-15	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Thioclava; unclassified Thioclava				
7136	A0A6I1E6D6|unreviewed|nitrate	False	-0.05850558223971198	-0.00624373137198572	0.008304518136112205	-0.017871259265287903	-0.011370990239126086	-0.003919558906647813	0.02106583244545459	-0.0019303933381150278	-0.011159550886602443	-0.007902516751201938	0.02371033864598162	-0.03138836237851573	A0A6I1E6D6	unreviewed	nitrate reductase (quinone)	taxID:2652722	2652722.0	Amylibacter sp. SFDW26	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amylibacter	Amylibacter sp. SFDW26	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Amylibacter; unclassified Amylibacter				
7137	A0A8J7IRZ7|unreviewed|nitrate	False	-0.06077144448465857	-0.006317678470234948	0.008788039811685624	-0.017582110026228524	-0.010742796418177193	-0.004220704168487411	0.018880369754649132	-0.0021223135892425825	-0.010028091524206743	-0.008455301736885997	0.022377324822563775	-0.029176709939083265	A0A8J7IRZ7	unreviewed	nitrate reductase (quinone)	taxID:2761955	2761955.0	Halocynthiibacter styelae	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Halocynthiibacter	Halocynthiibacter styelae	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Halocynthiibacter				
7138	A0A9J6PBJ8|unreviewed|nitrate	False	-0.06093848090541718	-0.006665863966379742	0.009572952833278747	-0.017247896516902516	-0.010951741773172019	-0.004544417001796745	0.020471276085920715	-0.0029517997284446104	-0.010530161482831145	-0.009000762933297962	0.021956055949900646	-0.02879126469352359	A0A9J6PBJ8	unreviewed	nitrate reductase (quinone)	taxID:2959716	2959716.0	Futiania mangrovi	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Futianiales	Futianiaceae	Futiania	Futiania mangrovi	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Futianiales; Futianiaceae; Futiania				
7139	A0A1Y2KYD6|unreviewed|nitrate	False	-0.060083559313938766	-0.005839446830705409	0.008915204581343506	-0.01693013036135561	-0.011439678201778675	-0.004134035359180877	0.01896055369258699	-0.0017732323276952776	-0.011369282393498433	-0.00930001805081009	0.02391960699708428	-0.030154091409957385	A0A1Y2KYD6	unreviewed	nitrate reductase (quinone)	taxID:1293891	1293891.0	Thalassospira mesophila	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Thalassospira mesophila	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Thalassospiraceae; Thalassospira				
7140	A0A367X1C9|unreviewed|nitrate	False	-0.05960476331233432	-0.00586089603697382	0.00920636155728792	-0.017070287332553995	-0.011426609830897083	-0.0047711353377508006	0.019894417907229667	-0.0019948856541863323	-0.011477063559915738	-0.009877582617323724	0.022726494894179692	-0.030588597079955693	A0A367X1C9	unreviewed	nitrate reductase (quinone)	taxID:502049	502049.0	Thalassospira profundimaris	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Thalassospira profundimaris	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Thalassospiraceae; Thalassospira				
7141	A0A0U3NDF4|unreviewed|nitrate	False	-0.05912202401520321	-0.006214517973316101	0.008255368522927046	-0.017940065967266036	-0.011004163860099392	-0.004212196513142843	0.020876399390642574	-0.0018970518806462721	-0.011026352111344655	-0.008989668495542615	0.023067660035745428	-0.03061976225354488	A0A0U3NDF4	unreviewed	nitrate reductase (quinone)	taxID:121719	121719.0	Pannonibacter phragmitetus	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pannonibacter	Pannonibacter phragmitetus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Stappiaceae; Pannonibacter				
7142	A0A378ZYY7|unreviewed|nitrate	False	-0.05912459944525347	-0.006210431420503834	0.008253599525070723	-0.01794014837945623	-0.011008034237879374	-0.004207983217060431	0.020877399187843506	-0.001897378263404478	-0.011030944181153014	-0.00898783062229495	0.023066757314236123	-0.03061766163134616	A0A378ZYY7	unreviewed	nitrate reductase (quinone)	taxID:121719	121719.0	Pannonibacter phragmitetus	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pannonibacter	Pannonibacter phragmitetus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Stappiaceae; Pannonibacter				
7143	A0A366XCA5|unreviewed|nitrate	False	-0.059149538182874835	-0.005651722761089371	0.008502177177155698	-0.017505342020392167	-0.011078751807317688	-0.004372160347698588	0.02001319358489332	-0.0012458762251222342	-0.010629341877330459	-0.008466182957472474	0.024443337472464962	-0.030654491514959605	A0A366XCA5	unreviewed	nitrate reductase (quinone)	taxID:60890	60890.0	Phaeobacter gallaeciensis	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Phaeobacter				
7144	A0A844CRR1|unreviewed|nitrate	False	-0.058056149261206294	-0.005825888878752139	0.009504937853751685	-0.017749250864371298	-0.012189661665137129	-0.0048965534135262225	0.021195115147997965	-0.0008933153879645703	-0.009827858966678479	-0.009600916530426645	0.022895129058875092	-0.0319303948231234	A0A844CRR1	unreviewed	nitrate reductase (quinone)	taxID:2576383	2576383.0	Roseovarius bejariae	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius bejariae	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Roseovarius				
7145	A0A4R5ET78|unreviewed|nitrate	False	-0.05839528730874549	-0.006768225847137549	0.00892813561293654	-0.01815440248646943	-0.011696254688397417	-0.004477016280274476	0.02023563822529611	-0.002615871088121485	-0.01025352342903138	-0.009504502780584281	0.02275168195679446	-0.030625498159378307	A0A4R5ET78	unreviewed	nitrate reductase (quinone)	taxID:2546227	2546227.0	Antarcticimicrobium sediminis	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Antarcticimicrobium	Antarcticimicrobium sediminis	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Antarcticimicrobium				
7146	A0A4R5VBL1|unreviewed|nitrate	False	-0.058441557353544865	-0.006237278129536664	0.009077836912722008	-0.01784989210238175	-0.011609182467490474	-0.004356284261477767	0.021182813141973622	-0.0016987935735359224	-0.009913941207010465	-0.009046269251072122	0.02291439496369803	-0.031106908829634763	A0A4R5VBL1	unreviewed	nitrate reductase (quinone)	taxID:2547397	2547397.0	Antarcticimicrobium luteum	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Antarcticimicrobium	Antarcticimicrobium luteum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Antarcticimicrobium				
7147	A0A365U543|unreviewed|nitrate	False	-0.059260837153938456	-0.006405446764778377	0.008923446436666576	-0.01772221039732384	-0.011556123332358809	-0.004164571327740872	0.02097524887507184	-0.001734404753367929	-0.010432592456194822	-0.008201772103495254	0.021474276918675404	-0.031280761529111294	A0A365U543	unreviewed	nitrate reductase (quinone)	taxID:2249812	2249812.0	Roseovarius sp. TE539	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius sp. TE539	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Roseovarius; unclassified Roseovarius				
7148	A0A7C9HKI0|unreviewed|nitrate	False	-0.05823290239022208	-0.006174899993568726	0.0082514939070309	-0.017737177842628425	-0.012100163528388242	-0.003926736917925836	0.021436959006094984	-0.0015709859321721103	-0.012122412842849178	-0.008435592730483672	0.023610551337897145	-0.0312530377051052	A0A7C9HKI0	unreviewed	nitrate reductase (quinone)	taxID:552061	552061.0	Sediminimonas qiaohouensis	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sediminimonas	Sediminimonas qiaohouensis	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Sediminimonas				
7149	A0A9D8YI70|unreviewed|nitrate	False	-0.05909277713733549	-0.006170057272484016	0.008890211023141338	-0.017548596547313177	-0.011032383743933241	-0.003982690312552557	0.02088045642532342	-0.0019134446876529852	-0.010152835757494793	-0.008187909696882338	0.02355107526403423	-0.030978807782996113	A0A9D8YI70	unreviewed	nitrate reductase (quinone)	taxID:1913988	1913988.0	Alphaproteobacteria bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria				
7150	A0A061SSQ6|unreviewed|nitrate	False	-0.05853527716967404	-0.005922214773409748	0.00924548277953909	-0.0174476069099796	-0.011751388358323499	-0.004314610691091107	0.020461280887233677	-0.0016753564263141821	-0.01099467335190002	-0.009013272953511575	0.02317704225005278	-0.0313044795809484	A0A061SSQ6	unreviewed	nitrate reductase (quinone)	taxID:83219	83219.0	Sulfitobacter mediterraneus	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter mediterraneus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Sulfitobacter				
7151	A0A2T6CFD9|unreviewed|nitrate	False	-0.058598600516767956	-0.005996053271275537	0.009071054586956551	-0.017457155961861124	-0.011730427496491716	-0.004224922177696945	0.0204963500514142	-0.0019064886076056151	-0.010897488891206127	-0.008959093131327926	0.02329603301607344	-0.03113106337971403	A0A2T6CFD9	unreviewed	nitrate reductase (quinone)	taxID:83219	83219.0	Sulfitobacter mediterraneus	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter mediterraneus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Sulfitobacter				
7152	A0A9E4LX46|unreviewed|nitrate	False	-0.0598312261937304	-0.006474735920449753	0.008346534860684963	-0.017477923843338544	-0.010077363054472736	-0.005024364192943927	0.021313263564192872	-0.003769893220975052	-0.011282306742132412	-0.009889312453496401	0.021375645490122764	-0.029370951211617327	A0A9E4LX46	unreviewed	nitrate reductase (quinone)	taxID:1904441	1904441.0	Paracoccaceae bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Paracoccaceae bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae				
7153	A0A946H9G2|unreviewed|4Fe-4S	False	-0.0748519872253145	-0.004670528163518103	0.008182266117468712	-0.017212269934301	-0.009555153671697654	-0.004016917406106013	-0.0306425539287343	-0.0020082793802999785	-0.008560389241918225	-0.010533593855046838	0.025836566052024192	-0.03184184022888097	A0A946H9G2	unreviewed	4fe-4s mo/w bis-mgd-type domain-containing protein	taxID:2024839	2024839.0	Marinovum sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marinovum	Marinovum sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Marinovum; unclassified Marinovum				
7154	A0A848TXC9|unreviewed|Nitrate	False	-0.07333310533575874	-0.006579084363195596	0.01000200064908692	0.025141263652657397	-0.009303683313954609	-0.0045006702118659545	0.01976535468815985	-0.0022225534791888166	-0.008622813855324868	-0.009820968121242906	0.021833769124614252	-0.028844774003904842	A0A848TXC9	unreviewed	nitrate reductase subunit alpha	taxID:2058390	2058390.0	Silicimonas sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Silicimonas	Silicimonas sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Silicimonas; unclassified Silicimonas				
7155	A0A963ULK7|unreviewed|nitrate	False	-0.05840762377821237	-0.00569154279387462	0.008651273844624769	-0.017893225465010765	-0.011666853989743703	-0.004186380593226044	0.02082185743322944	-0.0022606282295225427	-0.012143903736192788	-0.009291912289300848	0.02217085088725829	-0.03095982555558349	A0A963ULK7	unreviewed	nitrate reductase (quinone)	taxID:1904441	1904441.0	Paracoccaceae bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Paracoccaceae bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae				
7156	A0A1M7SDK1|unreviewed|nitrate	False	-0.06009729971246354	-0.0060268529687283945	0.007861542926436796	-0.017767992426189264	-0.010289612920798557	-0.003823202252837676	0.020445120464256256	-0.0020155373046782527	-0.011787815686168684	-0.008973016059976795	0.022843191355527735	-0.028525130201283236	A0A1M7SDK1	unreviewed	nitrate reductase (quinone)	taxID:1189325	1189325.0	Oceanicella actignis	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicella	Oceanicella actignis	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Oceanicella				
7157	A0A2S5JEL8|unreviewed|nitrate	False	-0.05914454823734547	-0.0061879131101815095	0.008081518191107348	-0.018399579423462688	-0.011399252493268331	-0.004088103632546051	0.02070025371578495	-0.0017591479497654184	-0.012168876849076195	-0.009618102273607971	0.021548788373869695	-0.029341095934132096	A0A2S5JEL8	unreviewed	nitrate reductase (quinone)	taxID:196587	196587.0	Albidovulum inexpectatum	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Albidovulum	Albidovulum inexpectatum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Albidovulum				
7158	A0A3M2DZD8|unreviewed|nitrate	False	-0.05946678334737527	-0.006115335166035283	0.008072839948833895	-0.01823953417409982	-0.011777696631461363	-0.004155804168573301	0.02025592565443952	-0.0016842920818671296	-0.01216115108535637	-0.009807785465262852	0.022744113954916413	-0.028647668756471057	A0A3M2DZD8	unreviewed	nitrate reductase (quinone)	taxID:1913988	1913988.0	Alphaproteobacteria bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria				
7159	A0A7L5C207|unreviewed|nitrate	False	-0.059724561647725945	-0.006780986236361121	0.00909378381096235	-0.017656878516641956	-0.010294497198825931	-0.005284386396428899	0.020110179869192384	-0.0028589755725051827	-0.009707274564802934	-0.010072513112705826	0.02373265588536643	-0.028965352242077292	A0A7L5C207	unreviewed	nitrate reductase (quinone)	taxID:2748098	2748098.0	Pikeienuella piscinae	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	Pikeienuella piscinae	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Pikeienuella				
7160	A0A964FCX1|unreviewed|nitrate	False	-0.06010514978386161	-0.0069005529507912295	0.008762415665192372	-0.0179077544054833	-0.011760083164423686	-0.004765984993557436	0.01972476342591029	-0.0026514194015277727	-0.011715288890792831	-0.010536698260275609	0.02316132092028231	-0.02867762718219879	A0A964FCX1	unreviewed	nitrate reductase (quinone)	taxID:34009	34009.0	Rhodovulum sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	Rhodovulum sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rhodovulum; unclassified Rhodovulum				
7161	A0A1Q8ZSR8|unreviewed|nitrate	False	-0.058708725978044364	-0.006706813267635808	0.009102670282544205	-0.018566761740900956	-0.011225519280845205	-0.004565902414174971	0.02049382614252373	-0.0022333593981011127	-0.011241930758388375	-0.01024929583869662	0.02033832789308558	-0.0306984748120005	A0A1Q8ZSR8	unreviewed	nitrate reductase (quinone)	taxID:1867956	1867956.0	Rhizobium oryziradicis	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium oryziradicis	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium				
7162	A0A0F9VHW9|unreviewed|4Fe-4S	False	-0.058612505944886394	-0.006595138696038657	0.009114304869697826	-0.01806480422577641	-0.010731720325758162	-0.005238598924537314	0.020998248911885637	-0.002013453395722594	-0.010639661826910165	-0.009798759487961729	0.021728882218633103	-0.030526744621786017	A0A0F9VHW9	unreviewed	4fe-4s mo/w bis-mgd-type domain-containing protein	taxID:412755	412755.0	marine sediment metagenome	species								marine sediment metagenome	unclassified entries; unclassified sequences; metagenomes; ecological metagenomes				
7163	A0A9C9TFK6|unreviewed|nitrate	False	-0.058612505944886394	-0.006595138696038657	0.009114304869697826	-0.01806480422577641	-0.010731720325758162	-0.005238598924537314	0.020998248911885637	-0.002013453395722594	-0.010639661826910165	-0.009798759487961729	0.021728882218633103	-0.030526744621786017	A0A9C9TFK6	unreviewed	nitrate reductase (quinone)	taxID:182270	182270.0	Aurantimonas coralicida	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aurantimonas	Aurantimonas coralicida	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Aurantimonadaceae; Aurantimonas				
